path,prediction,ground_truth
B2_329.wav,juː3 jaː3 ja4ː3 woː51,jou̯35 y35 aɚ̯51 ʂʐ̩35 u214 ʂʐ̩214 ʂʐ̩51 jʊŋ51 ku214 wən35 jɛn35 wən35 ʈʂwan51 ɕje214 y214 tsʰz̩35 tɕjɛn55 sɤ51 tɕʰje214 tɕɥɛn51 ʈʂʐ̩51 pʰaŋ35 ta51 i51 pan55 tu35 ʈʂɤ214 nan35 i214 ɥe51 tu35
C6_551.wav,sɔɕuː3 pha1 wa1 saː1 waː3 wi5 paː51,tsʰʊŋ35 jɛn35 su51 kau̯55 ja214 tɤ0 wən35 hwa51 tau̯51 tʰʊŋ55 su35 tɤ0 ta51 ʈʂʊŋ51 tɤ0 wən35 hwa51 tsʰʊŋ35 jaŋ35 ʈʂʰwən55 pai̯35 ɕɥe214 tau̯51 ɕja51 li214 pa55 ʐən35 wo214 mən0 tou̯55 pu35 jau̯51 hu55 ʂʐ̩51
A36_44.wav,thuː3ɔa45 pɔŋ3 mɔː3 laː3 maː1ː51,tsʰz̩214 kʰɤ51 tʰai̯51 jaŋ35 sz̩55 pʰwo51 yn35 tsʰəŋ35 ljau̯55 tɕʰi214 u51 man51 jau̯35 ʂan55 tsʰai̯35 lu51 ʈʂʰu55 tʰa55 tɕʰjau̯51 mei̯214 tɤ0 mjɛn51 ʐʊŋ35
C22_539.wav,phɔː3 uː3 saː3 s a3 kː3 ri43 t3 taː51,fəŋ35 njɛn35 kwo51 tɕje35 tsʰwən55 li214 tsu214 ʈʂʐ̩55 kɤ51 ʈʂʊŋ214 ɕiŋ35 ʂʐ̩51 tɤ0 kɤ55 u214 hwei̯51 tʰi214 y51 pi214 sai̯51 tɕʰiŋ214 tɕy51 tʰwan35 faŋ51 iŋ51 twei̯51 lai̯35 tsʰwən55 li214 jɛn214 ʈʂʰu55
B21_253.wav,mɛː3 ɔː3 rhiː3 aː3 kaː5 n1 nuː naː54,wo214 mən0 in55 wei̯51 ɕin51 fwo35 aɚ̯35 njɛn51 fwo35 in55 wei̯51 njɛn51 fwo35 aɚ̯35 tiŋ51 li51 tɤ35 tau̯51 ʈʂʐ̩51 hwei̯51 in55 tsʰz̩214 wo214 mən0 njɛn51 fwo35 tɤ0 ɕi35 kwan51 ʂʐ̩51 hau̯214 ɕi35 kwan51
B7_334.wav,phɕ3 lɛː3 wuː3 jaː3 waː3ɯ3,tɕʰɥɛn35 tɕy51 jou̯35 waŋ35 pʰei̯35 kʊŋ55 kwo55 tɕʰi214 nʊŋ35 ou̯55 jaŋ35 i51 piŋ55 pjɛn55 tɕy51 i51 pʰi55 jou̯55 ɕjou̯51 jɛn214 ɥɛn35 hwei̯51 tsʰwei̯51 tɕy51 ʈʂʊŋ55
D11_791.wav,suʔ1 taː3 aː3 roː3 taːiaː3,ʈʂɤ51 ʂʐ̩51 jou̯35 pei̯214 tɕiŋ55 lin35 je51 ta51 ɕɥe35 waŋ35 pin55 ʐwei̯51 tɕjau̯51 ʂou̯51 tai̯51 liŋ214 tɤ0 ʈʂwan55 tʰi35 tsu214 jʊŋ51 pa55 njɛn35 ʂʐ̩35 tɕjɛn55 tɕiŋ55 ɕi51 tjau̯55 ʈʂwo35 kwo51 tɤ0 hwaŋ35 tʰu214 kau̯55 pʰwo55
B22_366.wav,pɯː3 ː3 uː3 laː3 saː51,tsʰʊŋ35 i55 tɕjou̯214 pa55 sz̩51 njɛn35 ɥɛn35 ɥe51 tɕʰi214 tɕʰɥɛn35 ʈʂʰaŋ214 tsʰəŋ35 tsʰəŋ35 kʰai̯55 ʈʂan214 ɥe51 pʰiŋ35 ʂʐ̩35 tɕjɛn51 hau̯214 ʂʐ̩51 hwo35 tʊŋ51 ljou̯51 njɛn35 two55 lai̯35 tsʰʊŋ35 wei̯51 tɕjɛn51 twan51
C13_512.wav,diː3 eː3 paː3 phaː3 kɔŋ3 wi wɛː51,ɕje51 tɕin51 həŋ35 tʰʊŋ55 iŋ214 je51 kʊŋ55 sz̩55 i214 ʈʂʊŋ55 kwo35 pən35 tʰu214 tjɛn51 iŋ214 wei̯35 li51 ʂən55 ʈʂʐ̩55 pən214 i214 pʰai̯55 ʂɤ51 pʰin214 wei̯35 kau̯55 i51 ʂu51 ɕiŋ51 tɕʰjaŋ35 tɤ0 iŋ214 pʰjɛn51 wei̯35 mu51 pjau̯55
C32_744.wav,hɔː3 saː3 lhuŋ3 saː ː3 taː53,wei̯51 lɤ0 pjau̯214 ʂʐ̩51 ɕje51 i51 ʈʂɤ51 wei̯51 jʊŋ51 hu51 na35 ʈʂʰu55 aɚ̯51 pai̯214 ɥɛn35 tswo51 wei̯35 ʈʂʰou̯35 ɕje51 pei̯51 iŋ35 je51 ɥɛn35 wan214 jɛn35 ɕje51 tɕɥe35
B32_313.wav,kɔː3 ru5 haː14 shaː5 wː51,ʈʂʊŋ55 hwa35 ʐən35 min35 kʊŋ51 hɤ35 kwo35 ʈʂʊŋ55 jaŋ55 tɕyn55 ʂʐ̩51 wei̯214 ɥɛn35 hwei̯51 tswei̯51 tɕin51 fa55 pu51 miŋ51 liŋ51 ʂou̯51 y214 u35 məŋ51 ʈʂʰau̯55 mwo35 fan51 i55 ɕɥe35 ʈʂwan55 tɕja55 ʐʊŋ35 y51 ʈʂʰəŋ55 hau̯51
A36_178.wav,kɔːn3 lː3 wuː3 lɔː43 thɔ43 tɛː3,pei̯51 lei̯35 kɤ55 wa214 tswo35 tʰjɛn55 tsai̯51 wai̯51 ʂəŋ214 ʈʂʰəŋ35 ʂʐ̩51 pʰu214 wa214 ti51 ai̯55 tɤ0 tɕiŋ51 ɕɥɛn214 tɕi35 hwei̯51 ʂaŋ0 ʈʂʰəŋ55 ou̯55 ʈʂou̯55 iŋ55 i214 tɕjɛn55 tiŋ51 tɤ0 li51 ʈʂʰaŋ214 tsʰʊŋ35 liŋ35 kʰai̯55 ʂʐ̩214 tʰʊŋ35 mei̯214 kwo35 ʈʂʰʊŋ35 kʰai̯55 nʊŋ35 je51 tʰan35 pʰan51
A34_8.wav,jɔːuː3 waː3 wa3 3 se3 tɔː51,jaŋ35 ʈʂwo35 jʊŋ55 hu35 ʈʂʰou̯55 ʂwei̯214 ɕy51 nəŋ35 tjɛn51 ʈʂʰaŋ214 ʂʐ̩51 mu51 tɕʰjɛn35 ʂʐ̩51 tɕje51 ʂaŋ0 hai̯214 pa35 tswei̯51 kau̯55 tɤ0 ʈʂʰou̯55 ʂwei̯214 ɕy51 nəŋ35 tjɛn51 ʈʂʰaŋ214 je214 ʂʐ̩51 ɕi55 tsaŋ51 tswei̯51 ta51 tɤ0 nəŋ35 ɥɛn35 tɕi55 ti51
A22_235.wav,piː3 daː3 kaːŋ3 wa3 waha251,li214 ʐwei̯51 hwan35 ʂwo55 ʈʂʊŋ55 tɕjɛn214 jou̯214 i51 ʂʐ̩51 ʈʂʊŋ55 kwo35 lau̯214 i35 pei̯51 liŋ35 tau̯214 ʐən35 hɤ35 kwo35 waŋ35 pi51 ɕja51 tɕʰin55 ʂou̯214 ti51 tsau̯51 tɤ0 tɕiŋ55 ʂou̯51 lɤ0 kɤ51 ʈʂʊŋ214 fəŋ55 laŋ51 tɤ0 kʰau̯214 jɛn51
C31_622.wav,tiː3 luː3 thaː3 la ɔ3 45 nɛŋ51,ɕiŋ51 fu35 tɤ0 nan35 ʐən0 tsʰai̯35 hwei̯51 pa214 tɕʰɥɛn35 pu51 ɕin55 sz̩0 tou̯55 jʊŋ51 tsai̯51 kʊŋ55 tswo51 ʂaŋ51 wo214 pu51 nəŋ35 ʐaŋ51 ʐən35 tɕɥe35 tɤ0 wo214 tɤ0 hou̯51 ɥɛn51 je214 ɕy55 jau̯51 wo214 fən55 ɕin55
A2_225.wav,t͡ɕː3 aː3 ja45 shaː3 k3 na3 aj 51,ɕɥe51 je51 ɕyn35 hwan35 ɕi51 tʰʊŋ214 jou̯214 jɛn35 ʈʂʊŋ51 ʈʂaŋ51 ai̯51 tʰɤ51 pje35 ʂʐ̩51 na51 ɕje55 jou̯35 y35 nau̯214 ɕɥe51 kwan214 pjɛn51 ʈʂai̯214 aɚ̯35 tɕiŋ55 ʈʂʰaŋ35 tʰou̯35 yn55 tʰou̯35 hwən55 tɤ0 ʐən35
A34_47.wav,soː45 pha41 waː1 baː51,tsʰz̩214 hou̯51 tɕi51 ʈʂɤ214 mən0 hɤ35 kɤ51 jou̯214 kwan55 tɕi55 kou̯51 tsʊŋ214 ʂʐ̩51 jou̯214 i51 u35 i51 tɤ0 pa214 ljaŋ214 ʐən35 waŋ214 i35 kʰwai̯51 aɚ̯0 tsʰou̯51 ɕi55 waŋ51 tsʰu51 ʈʂʰəŋ35 i55 twan51 mei̯35 hau̯214 in55 ɥɛn35
D6_851.wav,haː3 wuː3 raw35 na3 wɔ3 kɔ3 saːa43 taː 3 51,tʰan55 u55 nwo35 jʊŋ51 tɕɥɛn55 tsəŋ51 ʈʂən51 tsai̯55 kʰwan214 u51 ʂʐ̩51 ʈʂʰu51 fan51 fa214 ly51 ɕiŋ35 wei̯35 jau̯51 an51 ʈʂau̯51 ɕiŋ35 fa214 ti51 i51 pai̯214 aɚ̯51 ʂʐ̩35 ljou̯51 tʰjau̯35 kwei̯55 tiŋ51 jɛn35 su51 ʈʂʰu35 li214
B4_303.wav,kɔː3 uː3 taː3 ɔa3 ɯ ɛː t æːs3 rɤː51,tsʰau̯35 y35 tɕɥe35 tɤ0 ʈʂɤ51 kɤ0 ɕi51 ɕje214 tɤ0 hən214 pje35 ʈʂʐ̩51 jou̯35 tsʰz̩214 kʰai̯55 ʂʐ̩214 ɕyn35 ʈʂau̯214 au̯51 ni35 aɚ̯214 tɤ0 tɕy51 pən214 lai̯35 tu35 taŋ55 ʐan35 ʂʐ̩51 iŋ55 wən35 ɥɛn35 ʈʂu51
C12_673.wav,tiː3 u3 kuː3 wuː3 tha3 51,li214 pai̯35 ɕiŋ35 in35 tʰu35 mjau̯35 hwei̯51 tʰaŋ35 ʈʂʰau̯35 ʂʐ̩55 ʐən35 li214 pai̯35 jaŋ214 mjɛn51 tsʰaŋ55 tʰjɛn55 ʂʐ̩55 tɕʰiŋ35 man214 hwai̯35 yn51 sz̩55 tsʰwo51 tɕy51 ʂʐ̩35 ɕjau̯55 sa214 ʈʂʰau̯55 tʰwo55 tɤ0 ʂən35 tʰai̯51
A7_248.wav,tɔː3 tu3 aː5 tɔː3 tha3 tɛː53,pu51 tɕjou̯214 ou̯55 ʈʂou̯55 tɕʰɥɛn35 wei̯55 i55 ɕɥe35 tsa35 ʈʂʐ̩51 iŋ55 kwo35 ɕin55 tsaŋ51 tsa35 ʈʂʐ̩51 tɕʰɥɛn35 wən35 kʰan55 təŋ55 lɤ0 ʈʂaŋ55 yn51 tɤ0 ljaŋ214 pʰjɛn55 lwən51 wən35
B32_456.wav,kɔɕuː3 pɔŋ3 laːtaŋ3 luː151,ljou̯51 ʂʐ̩35 njɛn35 tai̯51 wo214 kwo35 tɕy55 min35 ʂəŋ55 hwo35 ʂʐ̩51 ljaŋ35 ʂʐ̩0 in214 lu51 kwa55 tsʰai̯51 taŋ55 tɕja55 ʈʂʰʐ̩55 ʂaŋ51 ʈʂʰwən35 y51 mi214 mjɛn51 wo55 wo0 tʰou̯35 tɕjou̯51 swan51 tiŋ214 kwa55 kwa55
D4_755.wav,tiː3 uː3 pɔŋ3 ta2ː3,tɕi35 lʊŋ35 pʰwo55 tɕjau̯55 wai̯51 i35 tswo51 ʂʐ̩35 aɚ̯51 tsʰəŋ35 kʊŋ55 y51 ʂʐ̩35 i55 ʐʐ̩51 ɕja51 u214 tʰu55 ʐan35 tau̯214 tʰa55 tɕjaŋ55 u214 ʂʐ̩35 two55 miŋ35 faŋ35 kʰɤ51 kʰwən51 tsai̯51 li214 mjɛn51
D21_916.wav,wɔː3 ruː3 saː3 laː3 ka5 51,pwo35 lin35 ai̯51 lɤ51 ɥe51 tʰwan35 tsau̯214 tɕʰi55 kwei̯55 tiŋ51 ʈʂʐ̩214 ʈʂau̯55 ʂou̯55 ʐʐ̩51 aɚ̯214 man51 ʐən35 ʐən51 wei̯35 ʐʐ̩51 aɚ̯214 man51 ʐən35 ʂəŋ55 ɕiŋ51 pʰiŋ35 wən214 u51 ʂʐ̩35 i51 y35 hɤ35 tswo51
B8_331.wav,buːuː3 taŋ3 w43 kɔː3 tɛ53,ou̯55 jaŋ35 ɕjou̯55 y214 tʰaŋ35 tai̯51 tɤ0 han35 y51 i35 jaŋ51 ʐən51 wei̯35 nei̯51 ʐʊŋ35 twei̯51 wən35 ʈʂaŋ55 tɕʰi214 tɕɥe35 tiŋ51 tswo51 jʊŋ51 nei̯51 ʐʊŋ35 jou̯51 tʰʊŋ55 kwo51 wən35 ʈʂaŋ55 lai̯35 pjau̯214 ɕjɛn51
C12_587.wav,t͡ɕuː3 kaː3 waː3 ta3 oː3 51,ɕin55 hwa35 ʂɤ51 kʰwən55 miŋ35 aɚ̯51 ɥe51 ʂʐ̩35 aɚ̯51 ʐʐ̩51 tjɛn51 wo214 kwo35 ʈʂu51 miŋ35 ʈʂɤ35 ɕɥe35 tɕja55 ai̯51 sz̩55 tɕʰi35 tɤ0 i51 pʰi55 i35 u51 tswei̯51 tɕin51 tsʰʊŋ35 pei̯214 tɕiŋ55 sʊŋ51 waŋ214 yn35 nan35 tʰəŋ35 ʈʂʰʊŋ55
A4_74.wav,t͡ː3 uː3 tuː3 uː3 kh51,kʰʊŋ55 tɕyn55 haŋ35 kʰʊŋ55 piŋ55 mou̯214 pu51 ny214 fei̯55 ɕiŋ35 ɥɛn35 waŋ35 tɕʰin35 kʰɤ51 kʰu214 tswan55 jɛn35 fei̯55 ɕiŋ35 tɕi51 nəŋ35 tswei̯51 tɕin51 kʰwa51 ʐu51 lɤ0 tɕʰɥɛn35 tʰjɛn55 hou̯51 fei̯55 ɕiŋ35 ɥɛn35 haŋ35 lje51
B7_288.wav,tiːuːŋ3 tɔːŋ3 waː34 ki3 ta3 tɔʔ1 waː53,pʰin214 ʈʂʰa35 ʐən35 tsai̯51 in214 ʈʂʰa35 tɕʰjɛn35 ʂwaŋ55 ʂou̯35 pʰəŋ214 wan214 ɕɥɛn35 ʈʂwan214 san55 tɕʰɥɛn55 ʂaŋ214 wan35 wan214 ʂaŋ51 tɤ0 hwa55 wən35 ʈʂʐ̩51 ti51 hou̯51 faŋ55 nəŋ35 in214 ʈʂʰa35
A4_196.wav,hɕuː3 saː1 saː5 wa21,ʂən35 han51 u55 pʰwo35 ʂwo55 ʂən35 mɤ0 tjau̯51 tɕiŋ214 kwei̯214 ʈʂʰan35 ʈʂu51 lɤ0 wo214 aɚ̯51 kɤ55 jau̯51 ʈʂʰʐ̩55 hɤ55 jau̯51 tɕʰjɛn35 jʊŋ51 jau̯51 wo214 tɕja55 pʰwo51 tsʰai̯35 ɕjau̯55 tsai̯55
C20_691.wav,pa li45 saː3 kaː1,tʰa55 mən0 miŋ35 tɕʰɥe51 tʰi35 ʈʂʰu55 tɕi51 jau̯51 tu214 ʈʂu51 hʊŋ35 ʂwei̯214 tɤ0 tɕɥe35 kʰou̯214 jou̯51 jau̯51 ʈʂwa55 hau̯214 faŋ35 i51 faŋ35 piŋ51 tɕɥe35 pu51 nəŋ35 ʐaŋ51 mei̯35 jou̯214 pei̯51 hʊŋ35 ʂwei̯214 tʰwən55 mwo51 tɤ0 ʂəŋ55 miŋ51 pei̯51 wən55 i51 two35 tɕʰy51
A22_76.wav,jaːŋ3 sɔ43 paː3 waː3 aː51,jɛn214 ɕja51 lou̯35 ɥe51 kai̯51 ɥe51 kau̯55 ɥe51 kai̯51 ɥe51 two55 ɥe51 kai̯51 ɥe51 pʰjau̯51 ljaŋ0 kʰɤ214 kai̯51 lou̯35 tɤ0 ʐən35 ɕin55 li214 tɕʰɥe51 ʂʐ̩51 ɥe51 lai̯35 ɥe51 mei̯35 ti214 aɚ̯0 lɤ0
C2_569.wav,phɔːuː3 thaː3 ʔaː3 tː3 thɤː53,kʰɤ214 ʂʐ̩51 ɕjaŋ51 tʰa55 ʈʂɤ51 jaŋ51 tɤ0 i35 kɤ51 ʂu55 tai̯55 tsz̩0 tʰu55 ʐan35 ʐaŋ51 tʰa55 tɕʰy51 tʊŋ55 pən55 ɕi55 pʰau̯214 tɕʰjou̯35 je35 je0 kau̯51 nai̯214 nai̯0 ʈʂən55 ʂʐ̩51 kou̯51 nan35 wei̯51 tʰa55 tɤ0 lɤ0
B11_298.wav,piː3 ŋ3 saː5 waː k51,i51 tʰjɛn55 je51 li214 pʰiŋ55 pʰaŋ55 lwan51 ɕjaŋ214 hou̯51 u55 i51 tɕjau̯214 ʂwei̯214 ʐu35 kʰwaŋ35 pʰu51 wo214 tɕje55 ljɛn35 tsʰʊŋ35 ʈʂʰwaŋ55 kʰou̯214 waŋ214 wai̯51 tɕʰiŋ55 tau̯51 ʈʂʰu55 ʂʐ̩35 tɕi214 tʰʊŋ214 y35 ʂwei̯214
A19_247.wav,tou r45 phaː54 waː3 ʔaː5 w51,ʈʂʊŋ55 au̯51 tɕiŋ55 mau̯51 hɤ35 tswo51 fa55 ʈʂan214 ʐu35 tsʰz̩214 ʈʂʐ̩55 kʰwai̯51 au̯51 faŋ55 ʐəŋ35 kan214 pu51 tsu35 kʰɤ214 tɕjɛn51 au̯51 ʈʂəŋ51 fu214 ʈʂʐ̩51 tiŋ51 ʐʊŋ35 ʐu51 ja51 ʈʂou̯55 ʈʂʐ̩55 tɕi35 tɕʰje51
D12_936.wav,miːaː3 khaː3 kɔŋ3 taː3 tkaːŋ1,i35 tau̯51 ʂəŋ51 ɕja51 ɕiŋ55 wei̯51 ʂən51 nʊŋ35 y35 aɚ̯35 pau̯51 tsau̯51 ʂʐ̩55 ʂəŋ55 ɥɛn214 tɕʰy51 ou̯35 jou̯214 lai̯35 ʈʂɤ214 je214 ʂʐ̩51 tsai̯51 ʈʂʰwən55 fən55 ʂʐ̩35 tɕje35 tɕʰjou̯55 y214 ʈʂʐ̩55 hou̯51
B32_366.wav,pɔː3 ː3 kaːtaː3 daː3 saːs ɛŋ 51,tsʰʊŋ35 i55 tɕjou̯214 pa55 sz̩51 njɛn35 ɥɛn35 ɥe51 tɕʰi214 tɕʰɥɛn35 ʈʂʰaŋ214 tsʰəŋ35 tsʰəŋ35 kʰai̯55 ʈʂan214 ɥe51 pʰiŋ35 ʂʐ̩35 tɕjɛn51 hau̯214 ʂʐ̩51 hwo35 tʊŋ51 ljou̯51 njɛn35 two55 lai̯35 tsʰʊŋ35 wei̯51 tɕjɛn51 twan51
C19_518.wav,phuː3 saː14 loŋ3 na waː3 tɔː3,kan55 ʂu214 tʰjɛn55 ɤ35 tsai̯51 wo35 ʂəŋ214 ti51 kwa55 ʈʂʊŋ51 ʈʂʐ̩35 tɕʰy55 tou̯55 jou̯35 swo214 fa55 ʂəŋ55 i51 pan55 i51 njɛn35 fa55 ʂəŋ55 ljaŋ214 tai̯51 i214 jʊŋ214 tsai̯51 tʰu214 ʈʂʊŋ55 ɥe51 tʊŋ55
C6_510.wav,pɔː3 ta3 wː3 ka3 tː3 thɔː3 3 tɔ53,hwan51 jɛn35 ʈʂʐ̩55 iŋ55 ɕjʊŋ35 tɕjou̯51 ʂʐ̩0 i35 tswo51 jau̯35 ɥɛn214 tɤ0 fəŋ55 pei̯55 wo214 mən0 ʈʂʐ̩214 nəŋ35 jaŋ214 mu51 tʰa55 ɕɥe35 ɕi35 tʰa55 tɕʰɥe51 u35 fa214 tɕʰin55 tɕin51 tʰa55 tsou̯214 tɕin51 tʰa55
B12_304.wav,paː3 luː3 haː sɛːkəː3 khʌ nə sun z̥ oun1,tʰa55 tɕiŋ214 tʰi51 tɤ0 ɕja51 lɤ0 ʈʂʰwaŋ35 kei̯214 ljaŋ214 kɤ0 swən55 tsz̩0 je51 hau̯214 pei̯51 tsz̩0 jou̯51 na35 kwo51 i55 pa214 ta51 i214 tsz̩0 pa214 tɕje214 mei̯51 lja214 taŋ214 ʈʂu51 kaŋ55 tsou̯214 tau̯51 kʰɤ51 tʰiŋ55 tɕjou̯51 pei̯51 ʐən35 lan35 jau̯55 pau̯51 ʈʂu51 lɤ0
D8_974.wav,tiː3 luː3 phaː3 thɔ3 thatɔ3,kwo35 u51 ɥɛn51 ʈʂʰu55 y35 an55 tɕʰɥɛn35 kʰau̯214 ly51 mei̯35 jou̯214 tʰou̯51 lu51 ʂwei̯35 tɕjaŋ55 tɕʰjɛn35 waŋ214 kʰa55 pu51 aɚ̯214 je214 pu35 tʰou̯51 lu51 ʈʂɤ51 wei̯51 wai̯51 tɕjau̯55 kwan55 tɕjaŋ55 tsʰʊŋ35 hɤ35 ti51 ʈʂʰu55 fa55
D31_852.wav,ph4 huː14 aː3 waː3 naːa53,tsʰz̩214 tsʰz̩51 tɕjou̯51 ɥɛn35 u51 tsz̩55 pau̯55 kʰwo51 jau̯51 pʰin214 i55 ljau̯35 tɕʰi51 ɕje51 iŋ35 jaŋ35 pʰin214 wei̯51 ʂəŋ55 tɕʰiŋ55 tɕje35 jʊŋ51 pʰin214 i214 tɕi35 tɕʰi35 tʰa55 tɕjou̯51 tsai̯55 u51 pʰin214 təŋ214
C19_562.wav,sɔː3 maː35 pa3 ri51,taŋ55 ti51 y35 min35 jʊŋ51 ʈʂɤ51 ʈʂʊŋ214 waŋ214 lai̯35 tswo51 y35 waŋ214 fei̯55 ʈʂʰaŋ35 tɕje55 ʂʐ̩0 nai̯51 jʊŋ51 aɚ̯35 tɕʰje214 pu35 pʰa51 hai̯35 ʂwei̯214 fu214 ʂʐ̩35
C6_685.wav,buː3 luː3 phɔŋ3 saː51,pu51 fən55 pje35 hɤ35 swan51 hwo51 ʈʂɤ214 pu51 nəŋ35 ʈʂwən214 tɕʰɥe51 hɤ35 swan51 tɤ0 tɕʰi35 fei̯55 iŋ55 ʂwei̯51 lau̯35 u51 iŋ55 y214 hwo51 u51 hwo51 iŋ55 ʂwei̯51 lau̯35 u51 i35 piŋ51 ʈʂəŋ55 ʂou̯55 tsəŋ55 ʈʂʐ̩35 ʂwei̯51
A14_137.wav,pɔː5 thaː3 tɔː3 ra3 aː51,pu35 tɕʰi51 ja214 pu51 pi51 su35 hwa51 su35 wei̯35 ja214 hwa51 ja214 wei̯35 su35 su35 pu51 ʂaŋ55 ja214 ja214 su35 kʊŋ51 ʂaŋ214
B22_409.wav,t͡ɕuː3 waː3 ʔaː14 taː3,tɕje35 kwo214 tai̯51 fu0 tsai̯51 wo214 ljaŋ35 jɛn214 jɛn214 pʰi35 ɕja51 ʈʂʰou̯55 tjau̯51 i35 kʰwai̯51 ʐou̯51 jou̯35 tɕʰi35 ʂʐ̩51 nei̯51 jɛn35 tɕjau̯214 ʈʂʰou̯55 tɤ0 kəŋ51 kʰwan55 pi214 wei̯51 ʂəŋ55 kʰwai̯51 tsz̩0 hai̯35 kʰwan55
D11_960.wav,phːuː3 taː3 kɔː3 t3 34 ː3 thɔ3,ɤ35 faŋ55 tɕjɛn55 ʈʂʰʐ̩35 sai̯55 wa214 sz̩55 tʰwo55 pwo55 aɚ̯214 tɕi55 ti51 jou̯35 ɤ35 tɕjɛn51 twei̯51 tan55 tu35 ʂʐ̩214 jʊŋ51 u55 faŋ55 tsɤ35 tɕjɛn55 ʈʂʰʐ̩35 sai̯55 ʂʐ̩51 tɕi55 ti51 jou̯35 ʂwaŋ55 faŋ55 tɕyn55 twei̯51 kʊŋ51 tʰʊŋ35 ʈʂu51 ʈʂa55
C8_742.wav,tɔɕuː3 saw3 sː3 teː151,ʈʂɤ51 li214 ʂwo55 tɤ0 i51 ja35 ʈʂəŋ55 lɤ0 tʰa55 aɚ̯35 tsz̩0 kei̯214 tɕje35 ʈʂou̯51 ʈʂʰʐ̩55 je214 ʂʐ̩51 kʰwaŋ35 ʐən35 y214 pʰwo55 tsʰwo51 tsa35 u35 lwən35 tsʰz̩51 tɤ0 pjau̯214 ɕjɛn51
A36_91.wav,jaː34 taː3 haː3 t3 3 thaŋ3 naː53,ɕi55 an55 tʊŋ55 nan35 pei̯214 ʈʂʰəŋ35 mən35 tɕʰjɛn35 jou̯35 ɕy214 two55 ɕɥɛn55 ʈʂʰwan35 pʰai̯35 kwa51 i35 kʰwai̯51 pʰai̯35 i51 njɛn35 jau̯51 hwa55 ljaŋ214 wan51 ɥɛn35 wo214 mən0 je214 kwa51 lɤ0 i35 kʰwai̯51
A11_69.wav,poː3 taː3 maː3 aː3 waː3 ʔaː51,ʈʂɤ51 ʈʂʊŋ214 tjɛn51 ʐɤ51 pei̯55 kʰɤ35 i214 pi51 jʊŋ51 je214 kʰɤ35 i214 li51 jʊŋ51 pu35 pʰa51 jau̯35 hwaŋ51 tjɛn55 pwo214 kai̯51 kʰou̯214 jou̯214 mi51 fəŋ55 tɕʰɥɛn55 kai̯51 ʂaŋ0 jou̯214 fəŋ55 miŋ35 ʈʂwaŋ55 ʈʂʐ̩51
D4_825.wav,tiːuː3 ː34 laː3 tɔː3,liŋ51 wai̯51 tsai̯51 jʊŋ51 tsʰau̯214 swan55 ɕi214 mwo51 ʂwei̯214 tɕi51 hou̯51 jau̯51 two55 jʊŋ51 tɕʰiŋ55 ʂwei̯35 ɕi214 tɕi214 pjɛn51 pu35 ʐaŋ51 two55 y35 tɤ0 tsʰau̯214 swan55 ljou̯35 tsai̯51 i55 fu0 ʂaŋ51
A12_104.wav,haːn3 luː3 sa21 saː3 taː3 taŋ14,aɚ̯51 ɥe51 sz̩51 ʐʐ̩51 ʈʂu51 tɕin51 ɕin55 ɕi55 mən35 wai̯51 lwo35 tɕja55 njɛn214 waŋ35 tɕja55 kaŋ55 ʈʂu55 tsz̩51 tɕʰiŋ55 wən35 ɕyn51 tʰɤ51 ti51 tsʰʊŋ35 tʊŋ55 mən35 wai̯51 kan214 lai̯35 tɕʰiŋ51 hɤ51
C21_549.wav,paːŋ3 saː14 jaː3 wi5i3 naː51,tʰa55 swei̯55 ʐan35 tsz̩51 tɕi214 piŋ51 pu51 kʰan51 tɕjɛn51 ʈʂwaŋ55 lɤ0 tsən214 jaŋ51 tɤ0 ljɛn214 tan51 tsʰz̩214 ʂʐ̩35 tɕʰɥe51 tɕɥe35 tɤ0 hən214 tɕy35 tsʰu51 tswei̯214 ʈʂʰwən35 wei̯55 wei̯55 i35 tʊŋ51 jou̯51 jau̯35 i0 jau̯35 tʰou̯35
B15_420.wav,kuːuː3 haŋ3 thɔː3 tɔŋn3,hu35 wən35 two35 tɕjau̯51 ʂou̯51 ʐən51 wei̯35 mu51 tɕʰjɛn35 jou̯214 ɕje55 hwan51 ʈʂɤ214 jʊŋ51 jau̯51 tsʰwən35 tsai̯51 u51 tɕʰy55 ʐən51 wei̯35 tɕin51 kʰou̯214 jau̯51 tsʰai̯35 nəŋ35 ʈʂʐ̩51 piŋ51 tɕja51 tɕʰjɛn35 ɥe51 kwei̯51 tɤ0 jau̯51 ɕjau̯51 ɥe51 kau̯55
C12_519.wav,wiː3 ɔː3aŋ3 t͡351,iŋ55 kwo35 kʰɤ55 ɕɥe35 tɕja55 tswei̯51 tɕin51 fa55 ɕjɛn51 hwan51 fəŋ55 njou̯35 piŋ51 tɤ0 njou̯35 tɤ0 hou̯51 tai̯51 je214 hən214 kʰɤ214 nəŋ35 hwan51 fəŋ55 njou̯35 piŋ51 iŋ55 kwo35 hwan51 fəŋ55 njou̯35 piŋ51 tɤ0 njou̯35 pi214 ɥɛn35 ɕjɛn55 ʐən51 wei̯35 tɤ0 jau̯51 two55
